idInsurance;Type;Date_of_time;idClient
7110;ОСАГО;2012-06-14 10:49:14;1110
7111;Страхование путешественников;2012-04-18 21:48:18;1111
7112;Защита любимых вещей;2016-09-29 01:50:29;1112
7113;Страхование путешественников;2017-08-16 12:44:16;1113
7114;ОСАГО;2012-12-06 14:11:06;1114
7115;Ипотечное страхование недвижемости;2013-04-14 09:47:14;1115
7116;Ипотечное страхование недвижемости;2011-11-26 17:17:26;1116
7117;Защита дома;2010-05-07 16:47:07;1117
7118;ОСАГО;2010-04-26 12:44:26;1118
7119;Защита дома;2011-09-16 15:13:16;1119
7120;Защита дома;2011-03-19 16:43:19;1120
7121;Ипотечное страхование недвижемости;2013-09-13 21:32:13;1121
7122;ОСАГО;2014-08-19 00:18:19;1122
7123;КАСКО;2017-09-26 06:34:26;1123
7124;Ипотечное страхование недвижемости;2010-04-04 03:54:04;1124
7125;Страхование финансов;2011-12-04 12:51:04;1125
7126;Защита дома;2012-01-08 17:35:08;1126
7127;Ипотечное страхование жизни;2010-09-06 14:05:06;1127
7128;Страхование путешественников;2014-09-29 11:29:29;1128
7129;Ипотечное страхование недвижемости;2016-05-18 20:26:18;1129
7130;Ипотечное страхование жизни;2016-10-01 20:09:01;1130
7131;ОСАГО;2014-12-16 21:57:16;1131
7132;Страхование путешественников;2012-07-03 16:58:03;1132
7133;Ипотечное страхование жизни;2013-07-22 09:54:22;1133
7134;Ипотечное страхование жизни;2011-03-22 10:27:22;1134
7135;КАСКО;2016-02-15 04:12:15;1135
7136;Ипотечное страхование жизни;2017-06-30 02:44:30;1136
7137;ОСАГО;2017-01-23 14:44:23;1137
7138;ОСАГО;2013-12-12 01:50:12;1138
7139;Защита дома;2012-11-07 08:46:07;1139
7140;Защита дома;2017-10-21 16:04:21;1140
7141;Ипотечное страхование недвижемости;2015-08-25 04:18:25;1141
7142;КАСКО;2011-07-29 06:27:29;1142
7143;КАСКО;2012-12-10 01:27:10;1143
7144;Страхование путешественников;2011-08-20 13:05:20;1144
7145;КАСКО;2017-03-01 15:49:01;1145
7146;ОСАГО;2010-11-15 23:25:15;1146
7147;Ипотечное страхование жизни;2013-04-28 21:54:28;1147
7148;Ипотечное страхование жизни;2011-04-25 14:48:25;1148
7149;Страхование путешественников;2012-08-10 22:24:10;1149
7150;Ипотечное страхование недвижемости;2010-09-26 02:41:26;1150
7151;Защита любимых вещей;2012-01-17 03:40:17;1151
7152;Защита от травм;2015-04-21 23:06:21;1152
7153;Страхование финансов;2012-02-02 17:01:02;1153
7154;Ипотечное страхование недвижемости;2014-03-09 01:02:09;1154
7155;Защита любимых вещей;2012-04-12 02:10:12;1155
7156;Защита от травм;2012-03-08 08:45:08;1156
7157;Защита любимых вещей;2016-11-03 00:32:03;1157
7158;КАСКО;2016-05-12 02:13:12;1158
7159;Страхование путешественников;2010-05-02 14:41:02;1159
7160;Ипотечное страхование недвижемости;2016-08-30 19:24:30;1160
7161;ОСАГО;2015-03-28 17:40:28;1161
7162;КАСКО;2016-07-16 00:46:16;1162
7163;КАСКО;2015-08-17 16:24:17;1163
7164;Страхование путешественников;2017-07-29 23:32:29;1164
7165;КАСКО;2010-10-05 01:02:05;1165
7166;Страхование финансов;2014-02-10 14:09:10;1166
7167;Страхование финансов;2014-09-18 20:21:18;1167
7168;Ипотечное страхование недвижемости;2013-11-16 18:34:16;1168
7169;Защита любимых вещей;2010-01-08 23:07:08;1169
7170;Защита дома;2012-08-06 22:41:06;1170
7171;Ипотечное страхование недвижемости;2015-04-09 17:28:09;1171
7172;Защита дома;2010-08-24 18:44:24;1172
7173;Защита дома;2010-10-05 20:16:05;1173
7174;Страхование путешественников;2015-08-22 05:35:22;1174
7175;Страхование путешественников;2010-02-05 12:32:05;1175
7176;Ипотечное страхование недвижемости;2015-02-02 19:11:02;1176
7177;Ипотечное страхование жизни;2013-11-03 20:43:03;1177
7178;Ипотечное страхование недвижемости;2015-01-04 00:55:04;1178
7179;ОСАГО;2013-02-13 12:12:13;1179
7180;ОСАГО;2016-07-17 07:56:17;1180
7181;Защита любимых вещей;2011-04-03 12:34:03;1181
7182;КАСКО;2010-08-08 21:37:08;1182
7183;Ипотечное страхование жизни;2015-05-22 13:02:22;1183
7184;Страхование финансов;2014-06-19 01:52:19;1184
7185;Страхование путешественников;2014-02-09 03:48:09;1185
7186;ОСАГО;2014-06-07 19:31:07;1186
7187;Ипотечное страхование жизни;2013-01-28 13:27:28;1187
7188;ОСАГО;2014-06-07 10:44:07;1188
7189;КАСКО;2016-08-24 10:16:24;1189
7190;Защита дома;2014-08-26 17:20:26;1190
7191;Защита любимых вещей;2011-06-29 01:43:29;1191
7192;Страхование путешественников;2016-02-27 01:11:27;1192
7193;Защита от травм;2016-03-24 19:43:24;1193
7194;Страхование финансов;2011-07-12 00:37:12;1194
7195;ОСАГО;2013-01-19 16:03:19;1195
7196;Страхование финансов;2017-06-19 04:44:19;1196
7197;КАСКО;2017-05-05 03:44:05;1197
7198;КАСКО;2013-06-13 01:50:13;1198
7199;Защита от травм;2013-04-24 12:26:24;1199
7200;Ипотечное страхование недвижемости;2010-04-28 09:45:28;1200
7201;Ипотечное страхование жизни;2011-08-10 01:48:10;1201
7202;Ипотечное страхование недвижемости;2016-12-10 16:17:10;1202
7203;ОСАГО;2012-12-12 20:50:12;1203
7204;Страхование путешественников;2016-10-20 21:31:20;1204
7205;Защита любимых вещей;2013-10-02 13:17:02;1205
7206;КАСКО;2010-08-26 14:12:26;1206
7207;Защита любимых вещей;2013-10-05 13:02:05;1207
7208;Ипотечное страхование жизни;2013-02-12 02:09:12;1208
7209;Защита любимых вещей;2017-08-25 09:25:25;1209
7210;Страхование финансов;2011-05-05 00:38:05;1210
7211;Ипотечное страхование жизни;2014-09-03 10:41:03;1211
7212;ОСАГО;2013-08-06 02:41:06;1212
7213;Страхование путешественников;2016-04-12 17:17:12;1213
7214;Защита от травм;2011-11-29 03:33:29;1214
7215;КАСКО;2015-09-27 01:20:27;1215
7216;Ипотечное страхование недвижемости;2010-09-12 06:59:12;1216
7217;ОСАГО;2013-10-06 11:53:06;1217
7218;КАСКО;2017-05-17 13:45:17;1218
7219;Страхование путешественников;2014-02-18 22:24:18;1219
7220;Страхование финансов;2011-01-02 15:50:02;1220
7221;Ипотечное страхование жизни;2013-05-01 00:04:01;1221
7222;Ипотечное страхование недвижемости;2016-11-19 20:57:19;1222
7223;Защита от травм;2016-02-27 05:12:27;1223
7224;Страхование финансов;2015-03-21 10:51:21;1224
7225;Ипотечное страхование жизни;2013-05-09 08:34:09;1225
7226;Защита любимых вещей;2011-09-16 01:43:16;1226
7227;Страхование финансов;2017-03-26 02:52:26;1227
7228;Страхование путешественников;2014-03-07 14:33:07;1228
7229;Защита от травм;2011-04-25 23:59:25;1229
7230;КАСКО;2011-03-27 03:30:27;1230
7231;Защита дома;2013-12-02 10:27:02;1231
7232;Ипотечное страхование жизни;2016-11-02 06:19:02;1232
7233;Защита дома;2015-10-29 04:48:29;1233
7234;Ипотечное страхование недвижемости;2012-12-25 12:38:25;1234
7235;Защита дома;2015-11-19 00:53:19;1235
7236;КАСКО;2014-04-13 06:25:13;1236
7237;ОСАГО;2010-08-19 13:22:19;1237
7238;Ипотечное страхование недвижемости;2014-08-10 14:19:10;1238
7239;КАСКО;2017-12-05 08:58:05;1239
7240;Защита от травм;2015-09-18 16:00:18;1240
7241;ОСАГО;2014-08-04 11:55:04;1241
7242;Ипотечное страхование жизни;2017-11-13 04:36:13;1242
7243;Защита дома;2011-12-27 23:20:27;1243
7244;Ипотечное страхование недвижемости;2012-06-20 05:03:20;1244
7245;Защита от травм;2013-09-10 18:34:10;1245
7246;Страхование финансов;2016-08-31 02:28:31;1246
7247;Ипотечное страхование жизни;2015-02-06 22:34:06;1247
7248;ОСАГО;2013-12-31 20:29:31;1248
7249;Защита любимых вещей;2013-01-18 23:17:18;1249
7250;Страхование финансов;2017-01-05 13:43:05;1250
7251;Страхование финансов;2017-06-12 11:03:12;1251
7252;Ипотечное страхование жизни;2011-11-23 06:03:23;1252
7253;Ипотечное страхование жизни;2016-11-24 23:55:24;1253
7254;Страхование путешественников;2017-01-23 19:03:23;1254
7255;Ипотечное страхование недвижемости;2010-05-02 07:05:02;1255
7256;Ипотечное страхование жизни;2015-11-07 06:22:07;1256
7257;ОСАГО;2016-08-10 14:13:10;1257
7258;ОСАГО;2011-01-31 10:03:31;1258
7259;Страхование путешественников;2014-03-06 06:52:06;1259
7260;КАСКО;2017-09-16 10:58:16;1260
7261;Страхование путешественников;2010-09-01 19:47:01;1261
7262;Защита от травм;2017-06-17 01:10:17;1262
7263;Защита дома;2010-07-14 20:24:14;1263
7264;КАСКО;2011-06-06 14:15:06;1264
7265;Страхование путешественников;2016-09-05 14:05:05;1265
7266;Защита дома;2010-09-21 17:43:21;1266
7267;Ипотечное страхование недвижемости;2010-01-29 11:37:29;1267
7268;Страхование путешественников;2013-01-30 03:27:30;1268
7269;Страхование путешественников;2011-05-24 02:30:24;1269
7270;ОСАГО;2013-07-05 11:55:05;1270
7271;ОСАГО;2016-08-10 06:20:10;1271
7272;Страхование финансов;2016-11-18 18:42:18;1272
7273;КАСКО;2014-08-30 10:14:30;1273
7274;Защита любимых вещей;2012-08-04 18:49:04;1274
7275;Защита от травм;2015-01-21 08:11:21;1275
7276;Страхование путешественников;2015-02-28 21:03:28;1276
7277;ОСАГО;2013-06-26 22:24:26;1277
7278;ОСАГО;2010-11-13 00:23:13;1278
7279;Страхование финансов;2015-06-20 10:43:20;1279
7280;Страхование путешественников;2010-05-17 00:21:17;1280
7281;Страхование путешественников;2013-12-20 19:59:20;1281
7282;ОСАГО;2015-05-08 01:25:08;1282
7283;Ипотечное страхование недвижемости;2017-01-07 09:22:07;1283
7284;Защита от травм;2011-02-07 11:22:07;1284
7285;Страхование финансов;2013-05-09 15:50:09;1285
7286;КАСКО;2017-03-10 17:39:10;1286
7287;Ипотечное страхование жизни;2012-01-06 13:25:06;1287
7288;КАСКО;2012-01-21 17:46:21;1288
7289;Защита от травм;2012-01-01 18:41:01;1289
7290;Страхование путешественников;2011-08-27 07:38:27;1290
7291;Защита от травм;2013-11-16 10:02:16;1291
7292;Ипотечное страхование жизни;2014-01-24 00:01:24;1292
7293;ОСАГО;2017-05-26 21:09:26;1293
7294;ОСАГО;2010-02-18 00:50:18;1294
7295;Защита дома;2013-02-25 00:16:25;1295
7296;Ипотечное страхование жизни;2012-02-01 15:32:01;1296
7297;Защита дома;2016-03-01 11:41:01;1297
7298;ОСАГО;2012-02-26 13:33:26;1298
7299;Ипотечное страхование недвижемости;2013-07-12 11:02:12;1299
7300;КАСКО;2015-03-15 18:35:15;1300
7301;Защита от травм;2010-01-13 10:41:13;1301
7302;Защита любимых вещей;2017-05-09 13:01:09;1302
7303;Страхование путешественников;2011-10-18 11:07:18;1303
7304;Ипотечное страхование недвижемости;2010-08-15 16:17:15;1304
7305;Защита от травм;2011-11-14 10:20:14;1305
7306;ОСАГО;2013-07-06 01:16:06;1306
7307;Страхование путешественников;2017-11-18 19:12:18;1307
7308;Ипотечное страхование жизни;2015-09-03 08:39:03;1308
7309;Ипотечное страхование жизни;2017-08-29 10:47:29;1309
7310;ОСАГО;2012-07-06 03:17:06;1310
7311;Страхование путешественников;2010-11-05 19:48:05;1311
7312;Защита дома;2017-10-25 00:35:25;1312
7313;Страхование финансов;2010-07-10 07:59:10;1313
7314;ОСАГО;2014-05-19 06:52:19;1314
7315;ОСАГО;2014-11-06 23:22:06;1315
7316;Ипотечное страхование жизни;2010-08-20 13:49:20;1316
7317;Защита от травм;2012-09-07 05:48:07;1317
7318;Защита дома;2011-04-05 22:45:05;1318
7319;КАСКО;2015-03-16 06:11:16;1319
7320;Ипотечное страхование жизни;2013-10-30 03:01:30;1320
7321;Защита от травм;2017-07-09 03:57:09;1321
7322;Защита любимых вещей;2015-06-02 00:28:02;1322
7323;ОСАГО;2010-05-02 18:24:02;1323
7324;Страхование путешественников;2013-03-28 11:41:28;1324
7325;Защита от травм;2017-07-07 10:03:07;1325
7326;Защита дома;2015-04-02 08:29:02;1326
7327;КАСКО;2015-10-14 04:04:14;1327
7328;Страхование финансов;2012-10-24 16:12:24;1328
7329;ОСАГО;2016-04-13 03:36:13;1329
7330;Ипотечное страхование недвижемости;2011-04-13 06:08:13;1330
7331;Ипотечное страхование жизни;2012-03-27 05:07:27;1331
7332;КАСКО;2014-08-23 09:50:23;1332
7333;Защита любимых вещей;2016-07-23 19:55:23;1333
7334;ОСАГО;2012-02-24 23:36:24;1334
7335;Страхование путешественников;2013-06-28 05:21:28;1335
7336;Страхование путешественников;2014-12-05 14:43:05;1336
7337;Страхование путешественников;2016-03-17 18:16:17;1337
7338;Защита любимых вещей;2014-08-16 05:58:16;1338
7339;Защита от травм;2014-06-21 14:24:21;1339
7340;Ипотечное страхование жизни;2016-01-03 21:52:03;1340
7341;КАСКО;2012-03-21 13:43:21;1341
7342;Защита любимых вещей;2015-08-09 17:11:09;1342
7343;Страхование путешественников;2011-03-25 07:49:25;1343
7344;Ипотечное страхование недвижемости;2014-05-01 03:10:01;1344
7345;Страхование финансов;2012-09-14 17:17:14;1345
7346;Ипотечное страхование недвижемости;2016-02-08 12:04:08;1346
7347;Ипотечное страхование жизни;2012-12-08 11:03:08;1347
7348;Страхование путешественников;2012-06-25 19:23:25;1348
7349;Ипотечное страхование жизни;2016-11-25 23:48:25;1349
7350;Ипотечное страхование жизни;2017-04-10 16:20:10;1350
7351;Защита от травм;2013-11-25 15:22:25;1351
7352;ОСАГО;2015-03-04 16:09:04;1352
7353;Защита любимых вещей;2011-03-07 00:01:07;1353
7354;Страхование путешественников;2016-05-18 18:32:18;1354
7355;Страхование финансов;2013-07-19 13:56:19;1355
7356;ОСАГО;2017-03-24 03:58:24;1356
7357;ОСАГО;2013-01-06 16:31:06;1357
7358;ОСАГО;2010-10-26 06:08:26;1358
7359;Защита любимых вещей;2012-06-03 13:48:03;1359
7360;КАСКО;2015-08-12 22:14:12;1360
7361;Защита дома;2011-01-13 19:48:13;1361
7362;Защита дома;2010-02-07 01:27:07;1362
7363;ОСАГО;2016-03-14 23:54:14;1363
7364;Ипотечное страхование недвижемости;2013-05-27 07:13:27;1364
7365;Страхование финансов;2016-12-19 12:13:19;1365
7366;Защита дома;2015-11-20 01:41:20;1366
7367;КАСКО;2015-09-10 19:00:10;1367
7368;Страхование путешественников;2015-10-22 20:02:22;1368
7369;Страхование финансов;2013-09-05 15:59:05;1369
7370;Страхование финансов;2017-12-06 14:54:06;1370
7371;ОСАГО;2014-10-24 23:46:24;1371
7372;Защита дома;2010-02-28 18:43:28;1372
7373;ОСАГО;2015-02-28 13:13:28;1373
7374;КАСКО;2014-02-20 00:04:20;1374
7375;Страхование финансов;2010-08-14 04:46:14;1375
7376;Страхование финансов;2017-11-29 14:08:29;1376
7377;Защита от травм;2014-07-10 05:54:10;1377
7378;Защита любимых вещей;2014-07-11 23:00:11;1378
7379;Ипотечное страхование недвижемости;2013-04-13 02:25:13;1379
7380;Ипотечное страхование недвижемости;2010-08-27 10:04:27;1380
7381;Ипотечное страхование жизни;2012-01-02 03:53:02;1381
7382;Защита любимых вещей;2013-03-27 04:24:27;1382
7383;ОСАГО;2010-02-09 22:59:09;1383
7384;Ипотечное страхование недвижемости;2010-02-01 15:08:01;1384
7385;Страхование путешественников;2010-12-19 12:54:19;1385
7386;Страхование финансов;2016-07-14 19:50:14;1386
7387;Защита дома;2017-07-08 02:39:08;1387
7388;Ипотечное страхование недвижемости;2012-01-17 06:52:17;1388
7389;ОСАГО;2013-11-25 22:33:25;1389
7390;Страхование финансов;2014-10-28 23:46:28;1390
7391;Ипотечное страхование жизни;2013-01-24 11:28:24;1391
7392;Страхование финансов;2014-06-25 15:38:25;1392
7393;Защита дома;2010-06-02 18:19:02;1393
7394;Защита любимых вещей;2010-08-16 05:30:16;1394
7395;Защита любимых вещей;2011-06-06 01:21:06;1395
7396;КАСКО;2013-06-26 16:42:26;1396
7397;Защита любимых вещей;2013-04-05 17:34:05;1397
7398;КАСКО;2014-07-27 01:15:27;1398
7399;Ипотечное страхование недвижемости;2012-05-26 10:05:26;1399
7400;Страхование путешественников;2015-04-04 14:13:04;1400
7401;Защита любимых вещей;2014-04-14 09:30:14;1401
7402;Защита от травм;2017-06-08 10:05:08;1402
7403;Защита любимых вещей;2012-11-30 05:20:30;1403
7404;КАСКО;2016-02-18 05:10:18;1404
7405;Ипотечное страхование недвижемости;2012-06-26 15:16:26;1405
7406;Страхование путешественников;2010-02-14 05:57:14;1406
7407;Ипотечное страхование жизни;2011-01-07 16:39:07;1407
7408;Защита дома;2014-07-27 15:28:27;1408
7409;КАСКО;2017-12-21 03:49:21;1409
7410;Защита от травм;2011-08-23 21:41:23;1410
7411;КАСКО;2017-11-19 03:27:19;1411
7412;Ипотечное страхование недвижемости;2015-02-22 15:52:22;1412
7413;Защита дома;2015-12-26 00:00:26;1413
7414;Ипотечное страхование жизни;2017-02-20 16:58:20;1414
7415;Страхование финансов;2013-10-27 11:02:27;1415
7416;Защита дома;2016-07-27 06:00:27;1416
7417;Защита дома;2010-11-21 00:34:21;1417
7418;ОСАГО;2017-11-20 10:23:20;1418
7419;Защита от травм;2016-03-31 14:33:31;1419
7420;Защита дома;2015-09-04 02:23:04;1420
7421;ОСАГО;2014-03-02 10:07:02;1421
7422;Защита от травм;2013-04-12 19:23:12;1422
7423;КАСКО;2011-09-20 03:04:20;1423
7424;Защита от травм;2011-06-04 02:24:04;1424
7425;Страхование финансов;2016-06-07 05:08:07;1425
7426;Страхование финансов;2014-11-01 00:18:01;1426
7427;ОСАГО;2015-11-28 15:29:28;1427
7428;ОСАГО;2016-11-19 20:18:19;1428
7429;Ипотечное страхование жизни;2015-06-07 17:58:07;1429
7430;Ипотечное страхование недвижемости;2010-03-14 04:19:14;1430
7431;Ипотечное страхование жизни;2013-08-14 08:35:14;1431
7432;Ипотечное страхование недвижемости;2015-04-11 03:15:11;1432
7433;КАСКО;2012-01-09 04:50:09;1433
7434;Защита любимых вещей;2015-02-19 21:30:19;1434
7435;Ипотечное страхование недвижемости;2010-10-10 13:04:10;1435
7436;Страхование путешественников;2011-12-05 11:15:05;1436
7437;Защита дома;2014-03-11 01:52:11;1437
7438;Защита любимых вещей;2013-07-19 16:50:19;1438
7439;Ипотечное страхование недвижемости;2014-06-04 01:27:04;1439
7440;Страхование путешественников;2014-04-17 13:10:17;1440
7441;Ипотечное страхование жизни;2017-01-20 17:02:20;1441
7442;ОСАГО;2017-06-14 14:06:14;1442
7443;ОСАГО;2012-09-30 20:10:30;1443
7444;Ипотечное страхование жизни;2011-12-16 18:47:16;1444
7445;Ипотечное страхование недвижемости;2014-11-07 18:11:07;1445
7446;Страхование путешественников;2014-12-28 12:02:28;1446
7447;КАСКО;2011-01-16 09:30:16;1447
7448;Ипотечное страхование недвижемости;2012-08-16 18:44:16;1448
7449;Защита от травм;2012-12-10 17:03:10;1449
7450;Страхование финансов;2014-06-08 20:11:08;1450
7451;Страхование финансов;2011-09-27 07:38:27;1451
7452;Ипотечное страхование жизни;2014-02-17 20:31:17;1452
7453;КАСКО;2015-10-25 09:15:25;1453
7454;Ипотечное страхование недвижемости;2016-03-06 23:01:06;1454
7455;Страхование путешественников;2010-05-20 18:35:20;1455
7456;ОСАГО;2016-06-06 12:32:06;1456
7457;Защита от травм;2015-01-31 10:15:31;1457
7458;КАСКО;2016-09-28 15:50:28;1458
7459;Ипотечное страхование жизни;2015-08-25 00:17:25;1459
7460;Защита дома;2017-08-09 00:02:09;1460
7461;Страхование финансов;2017-06-27 19:25:27;1461
7462;КАСКО;2012-10-08 16:52:08;1462
7463;Защита дома;2013-05-05 20:32:05;1463
7464;Страхование путешественников;2017-11-12 17:10:12;1464
7465;КАСКО;2016-11-21 07:59:21;1465
7466;КАСКО;2013-01-12 07:10:12;1466
7467;Ипотечное страхование жизни;2010-05-23 04:59:23;1467
7468;Ипотечное страхование недвижемости;2015-07-17 18:56:17;1468
7469;ОСАГО;2014-04-13 03:02:13;1469
7470;Защита любимых вещей;2010-06-04 14:42:04;1470
7471;Ипотечное страхование недвижемости;2014-11-02 13:12:02;1471
7472;Страхование путешественников;2011-02-02 13:14:02;1472
7473;Защита от травм;2013-10-09 03:33:09;1473
7474;Защита от травм;2017-12-15 06:16:15;1474
7475;ОСАГО;2015-11-12 10:34:12;1475
7476;Страхование финансов;2011-02-02 00:49:02;1476
7477;КАСКО;2010-08-07 16:25:07;1477
7478;Страхование финансов;2016-10-14 19:35:14;1478
7479;Ипотечное страхование недвижемости;2011-10-10 00:25:10;1479
7480;ОСАГО;2016-04-01 11:19:01;1480
7481;Страхование путешественников;2011-02-16 20:21:16;1481
7482;Ипотечное страхование жизни;2016-03-05 07:13:05;1482
7483;Защита от травм;2013-12-25 11:53:25;1483
7484;Ипотечное страхование жизни;2017-05-28 19:16:28;1484
7485;Страхование финансов;2012-11-05 01:56:05;1485
7486;КАСКО;2017-07-10 16:37:10;1486
7487;Ипотечное страхование жизни;2011-01-19 16:02:19;1487
7488;КАСКО;2015-07-06 04:02:06;1488
7489;Ипотечное страхование жизни;2016-05-13 15:41:13;1489
7490;Защита любимых вещей;2010-05-07 10:07:07;1490
7491;Ипотечное страхование жизни;2012-08-24 09:46:24;1491
7492;ОСАГО;2017-08-25 09:52:25;1492
7493;ОСАГО;2013-06-06 03:56:06;1493
7494;Защита любимых вещей;2016-04-15 20:55:15;1494
7495;Защита любимых вещей;2013-07-30 03:54:30;1495
7496;Ипотечное страхование недвижемости;2017-01-09 13:57:09;1496
